id,name,category,url
140000,県のたより,県全域,http://www.pref.kanagawa.jp/tayori/
141003,広報よこはま,横浜,https://www.city.yokohama.lg.jp/city-info/koho-kocho/koho/insatsubutsu/koyoko/
141305,かわさき市政だより,川崎,https://www.city.kawasaki.jp/shisei/category/50-1-0-0-0-0-0-0-0-0.html
141500,広報さがみはら,県央,https://www.city.sagamihara.kanagawa.jp/shisei/koho/koho_sagamihara/index.html
14201,広報よこすか,横須賀,https://www.city.yokosuka.kanagawa.jp/shisei/kouhou/kouhou/kouhoushi.html
14203,広報ひらつか,湘南,http://www.city.hiratsuka.kanagawa.jp/koho/hiratsuka.html
14204,広報かまくら,横須賀,https://www.city.kamakura.kanagawa.jp/shisei/kouhou/kamakura/index.html
14205,広報ふじさわ,湘南,https://www.city.fujisawa.kanagawa.jp/shise/koho/kohofujisawa/index.html
14206,広報おだわら,県西,https://www.city.odawara.kanagawa.jp/public/
14207,広報ちがさき,湘南,https://www.city.chigasaki.kanagawa.jp/koho/paper/index.html
14208,広報ずし,横須賀,https://www.city.zushi.kanagawa.jp/syokan/kouhou/kouhouzushi/
14210,三浦市民,横須賀,http://www.city.miura.kanagawa.jp/kyoudo/kouhou/index.html
14211,広報はだの,湘南,https://www.city.hadano.kanagawa.jp/www/genre/1000000000680/index.html
14212,広報あつぎ,県央,https://www.city.atsugi.kanagawa.jp/shiseijoho/koho/6/index.html
14213,広報やまと,県央,http://www.city.yamato.lg.jp/web/kouhou/kouhoutop.html
14214,広報いせはら,湘南,https://www.city.isehara.kanagawa.jp/categories/bunya/shisei/koho/kohoisehara/
14215,広報えびな,県央,https://www.city.ebina.kanagawa.jp/koho/kohoebina/index.html
14216,広報ざま,県央,https://www.city.zama.kanagawa.jp/www/genre/0000000000000/1000000000055/index.html
14217,広報みなみあしがら,県西,http://www.city.minamiashigara.kanagawa.jp/public/
14218,広報あやせ,県央,https://www.city.ayase.kanagawa.jp/hp/menu000019100/hpg000019013.htm
14301,広報葉山,横須賀,https://www.town.hayama.lg.jp/soshiki/seisaku/5/3/index.html
14321,広報さむかわ,湘南,http://www.town.samukawa.kanagawa.jp/chosei/koho/kouhoushi/index.html
14341,広報おおいそ,湘南,http://www.town.oiso.kanagawa.jp/gyosei/kouhoukoutyou/ooiso/index.html
14342,広報にのみや,湘南,http://www.town.ninomiya.kanagawa.jp/gyosei_jigyosha/gyosei/koho_kocho/k01/index.html
14361,中井町広報,県西,https://www.town.nakai.kanagawa.jp/forms/menutop/menutop.aspx?menu_id=568
14362,広報おおい,県西,https://www.town.oi.kanagawa.jp/life/3/29/152/
14363,広報まつだ,県西,https://town.matsuda.kanagawa.jp/soshiki/1/kouhou.html
14364,広報やまきた,県西,http://www.town.yamakita.kanagawa.jp/category/2-4-1-0-0.html
14366,広報かいせい,県西,https://www.town.kaisei.kanagawa.jp/menu/7
14382,箱根町ＨＰ,県西,http://www.town.hakone.kanagawa.jp/
14383,広報真鶴,県西,http://www.town.manazuru.kanagawa.jp/manazurumachinoshokai/manazurumachinitsuite/1276.html
14384,広報ゆがわら,県西,https://www.town.yugawara.kanagawa.jp/announcing-to-public/announcing-to-yugawara/
14401,広報あいかわ,県央,https://www.town.aikawa.kanagawa.jp/soshiki/soumu/soumu/koho/info/koho/index.html
14402,清川村ＨＰ,県央,https://www.town.kiyokawa.kanagawa.jp/index.html
